ProductCategory,Discount,AdvertisingSpend,Region,SalesPrice
Furniture,22.291277491350808,4781.747476523086,South,901.2738091523087
Clothing,40.832762160081174,3714.430867746679,East,592.676709783948
Groceries,44.26194393537826,1970.402212593639,East,197.8805795986648
Groceries,4.335328379782011,1802.9423650716722,North,366.66680177505293
Electronics,26.918155105051138,2856.642738220891,East,625.8058204799281
Groceries,45.66148431396353,856.1510072519425,East,162.1831852232621
Electronics,19.398637719894317,1029.5443069038456,North,448.48872368634227
Groceries,41.47829157141843,1291.3604659228663,South,225.5008885324006
Clothing,6.68478271997181,3986.256169870521,West,705.1277502398962
Groceries,46.769724483389936,2812.358116711051,East,287.9637912057649
Electronics,37.57116587656513,547.5520524849933,North,332.77450186621854
Electronics,47.06671963934508,3530.8243736244904,South,657.5605615666914
Clothing,33.83086167762532,2406.6058039722366,East,505.9775549123059
Groceries,18.17019659997135,2798.8356423370906,West,486.6879486894588
Groceries,46.909058626236124,1463.52309535821,South,217.68373511663523
Clothing,13.778338815458923,2983.020027773466,North,621.1218952708557
Groceries,16.60862610308663,4906.189578881699,East,526.7591589437882
Groceries,35.040420900087014,830.5011095259265,North,263.61706162411775
Electronics,38.26581497626931,1777.6282984899378,West,531.5155104529148
Groceries,46.47017419245769,1593.489167873734,West,213.92834284451905
Groceries,10.240120452810475,1618.4718983803082,North,283.13214655951356
Clothing,39.8999017609612,2204.178609044198,East,385.25806748954744
Clothing,36.927302669848174,4181.494031348753,North,603.2304580091704
Furniture,3.1897278126798936,4607.864104839743,South,1049.9287364652853
Electronics,19.361157060510347,1409.9678935653799,North,452.82425332121664
Groceries,14.13827285300493,2943.2747207665075,West,365.63753847732363
Groceries,15.22452121770152,3366.0453747446613,East,421.04447073528416
Furniture,49.14734397773504,2848.223634637302,East,626.6186378601965
Groceries,32.138870673996394,2453.343773886138,West,331.82196478289654
Electronics,35.883807889674976,1363.8897763665702,West,519.066887490569
Furniture,48.830881865750456,2696.9871163965736,South,641.5123315945548
Electronics,18.860089122881934,2305.46672470098,West,524.160280236293
Furniture,40.0920084226403,4080.0351312602133,West,842.4125619314734
Furniture,21.72654816522477,3936.2196162334785,West,847.3801484089078
Clothing,43.47668359074899,1102.9940654255183,East,373.4822668651351
Electronics,9.03287706556516,898.335736533804,West,449.04240455713654
Groceries,47.38430885321398,4586.692744523763,North,500.89281776461473
Groceries,10.938585420543983,2909.7877503402397,North,411.62508596577254
Electronics,16.311025349046577,4360.104217771658,East,807.8385766067469
Groceries,37.80961170533902,761.6800425488052,South,130.920696976323
Groceries,19.687757078270334,2869.320274347336,South,369.82430787589254
Electronics,30.410568838322334,2927.4193155930634,East,539.4019096385696
Furniture,22.228675053471424,4373.159146439675,North,864.5892040810188
Electronics,37.118496854489095,939.2449920336837,East,455.44866889847776
Furniture,11.416562618430543,1582.0050365415918,West,677.8796543857425
Groceries,2.92289936184385,2329.422412491559,East,353.5407913459032
Groceries,14.996469873653313,4396.28663938974,South,624.6100241007556
Groceries,23.715433243421515,4724.974917817552,North,573.6314217098944
Clothing,8.40100260963393,4967.260788171326,South,713.0317550070674
Furniture,17.739864482819435,4816.370689063347,South,863.5381371179831
Clothing,19.999150914678427,526.7379012995949,North,373.58838443158896
Clothing,2.869592184413677,714.6875365424241,West,347.07938302236136
Electronics,29.16536240921023,1164.230686209149,North,397.3891176488655
Clothing,44.217171398564375,2069.879435466229,North,305.5897921777174
Electronics,7.587145647652621,4234.631139441314,East,788.503017105069
Electronics,29.8904006700757,4516.952879009662,North,812.1520295106328
Clothing,33.23696024554231,1340.7548283256237,East,332.7170051391675
Furniture,20.966734020964417,3288.4886822886892,South,734.2531421802465
Furniture,35.0548793682135,4628.128932793745,North,865.2343461126111
Furniture,20.5365771745506,2586.7928116909434,West,779.765727777236
Furniture,25.231864398871746,965.9460737875279,East,476.4817976972498
Furniture,0.367652227721349,2560.161425380812,East,723.1957865615127
Clothing,34.58600570673444,2191.0770602962575,West,510.4735815970364
Clothing,33.06713394723622,3099.4609822970315,East,568.5206448064184
Groceries,1.9200438663172281,2473.9640798319665,East,402.51271093951004
Furniture,18.412505369756655,578.0566708417307,West,488.55834957384724
Clothing,48.95159203958337,4972.98980036152,South,700.9210366820066
Groceries,21.03682812843084,2945.931069787569,North,375.6279972992302
Furniture,25.097270256592086,2631.338399680743,North,669.9699929013526
Electronics,45.49650790798593,4795.778171768243,North,734.5819275957655
Groceries,35.86309379328782,1201.371654141847,North,237.61575764623402
Clothing,29.10350655621118,1351.569211453617,North,373.9296014221326
Electronics,39.890234067053626,4136.066370782526,North,749.5518561342801
Electronics,43.218313322798664,1673.7398601125394,East,488.5210186557267
Electronics,22.844403586863343,4096.521978311872,North,786.0093320478785
Groceries,23.75541824659177,1721.9006730882616,East,261.94329131634805
Clothing,19.30254678259179,649.3443360125067,West,302.24646748333845
Electronics,48.33530700092303,2826.566257490222,South,545.22199527762
Furniture,34.85831271451752,1385.0889535708761,East,498.09381325769687
Electronics,4.1611533104036145,3910.3083181961197,South,726.6068666676589
Electronics,43.147981165650926,3385.3983495446664,West,633.9729865681537
Groceries,24.027997041813403,4656.21200590063,North,487.4132322846623
Groceries,3.437695321124373,4023.4476076958117,South,476.35507492053097
Clothing,27.485862758165553,1313.4917967832707,South,428.4844487937549
Furniture,20.858213948785103,4100.712064991583,West,879.5637528442777
Groceries,43.88747024313125,3387.8167016631046,West,378.414893269872
Electronics,10.199730180469368,3510.282387922812,West,844.2075013765705
Clothing,41.32323047460915,4245.18298686567,East,559.4593518016973
Electronics,27.884434559272638,3082.2083113502313,East,701.2325258395691
Electronics,2.7305151606734523,2597.015814588558,South,648.6672469985381
Groceries,48.59226506627423,3364.884659114276,West,428.5562869245198
Clothing,25.630762205159996,1840.8084303126159,South,438.2670044844819
Furniture,14.543842711579124,1321.687089891947,North,509.4687704537735
Furniture,23.470342099462904,3274.6452713206086,West,785.2968663110764
Groceries,42.89288917587445,1552.3176608846495,East,236.22378046869596
Groceries,15.245156219253175,859.6179920597303,West,95.87222184124597
Clothing,9.633819824335015,502.49383063364263,South,428.18415810478916
Furniture,6.453562346544073,3237.437306300302,East,826.3969856455808
Furniture,14.892969919510563,2129.6695256610656,North,716.7803997339103
Furniture,39.00240435200217,3885.399368030552,North,752.2586586202355
Electronics,23.581318259763083,2188.293792408961,South,606.1976188286509
Furniture,11.374080184676998,2687.0155170720204,West,800.4286143160009
Electronics,8.30924998048746,2331.882377669232,North,629.2481492128406
Clothing,16.636473825518955,3427.5865599920576,South,609.0171304221295
Electronics,46.99621864428544,2102.6262290673567,East,471.59077937324406
Clothing,17.15133562950122,4836.95442474039,East,738.5824253258703
Furniture,49.40620379773177,4712.661439693386,South,846.852260660911
Furniture,24.261522788267808,4316.125561957766,West,911.6892924888751
Clothing,8.958195914507543,4641.351217577367,West,703.7249336728514
Groceries,44.55700458967547,2521.128598067259,West,341.23138670255287
Clothing,23.017768656741346,2913.9367855527144,West,503.40886310530595
Groceries,35.48356717522622,3839.4166665121,South,449.8569045927566
Electronics,49.185579160457586,3632.656662223435,South,695.6967277520693
Electronics,2.5087675159987,4508.053680224619,East,810.5979969911622
Electronics,4.834727989378357,3723.4896226551286,East,795.2063307356364
Furniture,36.02283707313781,4990.481187028073,West,954.6521524401002
Electronics,14.0912501647736,2068.27609924216,North,565.0975759258215
Groceries,9.215069847504953,4248.48984007738,North,614.5080043805176
Electronics,1.9680939909864748,3639.356702746989,East,763.8886993915817
Clothing,1.0923355993100903,3611.2390034675836,East,714.0530554774056
Clothing,38.72428015598955,1966.2601768024952,South,508.85070361212934
Furniture,6.7216713684775,4035.2080659036014,East,878.0124127683397
Clothing,23.386030798557545,4551.692100564196,East,740.6448976606744
Groceries,30.29484075897415,1483.4680768425333,West,205.8787299001613
Electronics,21.417590028442312,3314.7357670251686,North,636.9976761702223
Furniture,1.3553326168116553,2264.6067309624887,North,713.9770249933042
Electronics,39.175075129395445,4952.966536826947,South,748.8164894364307
Electronics,0.5256612270826744,2654.7476712425673,North,617.5430556877259
Groceries,38.0944947188742,1527.440782086242,West,256.1267187369292
Clothing,44.66522468940614,2218.3593134982466,West,406.8230311985705
Clothing,21.641996052858616,3442.272754174818,South,636.4689876678577
Electronics,26.777123654889913,842.4021710730933,East,445.6565666984038
Furniture,23.849169630882688,3216.208640995569,East,866.4802279387474
Clothing,19.460430931171942,4690.511416305041,West,756.3471440469626
Furniture,44.371226768518014,4326.632544460327,South,899.6317044229625
Clothing,44.69667553349952,804.5309149609252,West,311.15397358547074
Furniture,16.790818232076727,4970.254454325806,North,979.0134840223309
Groceries,30.7534877007349,3644.271156667456,North,511.1567923709416
Furniture,46.34537810729321,1230.2637094131064,West,563.7754880199875
Groceries,48.10292494706758,555.8724012624057,East,119.88457087997682
Groceries,25.447952021102378,1270.771863314681,North,236.46401558574922
Furniture,22.64124026421634,4271.791643085824,South,908.8081493716705
Groceries,13.934715796426289,597.3769622532368,East,148.29958865947685
Electronics,47.9435936595205,1549.1628662813896,North,423.3391260021631
Groceries,7.140715223643368,3907.875179006939,West,597.7763840720538
Clothing,28.99147880238625,3137.497411541608,East,648.9874667423882
Furniture,14.127513375931944,4022.3106966208634,East,827.5319199897142
Electronics,13.95041451738983,3857.6772672205457,North,724.4171760652897
Furniture,20.248429368809422,727.7062420481213,South,589.3999064424006
Clothing,49.939646790782724,4516.301385923682,North,678.4268446679226
Clothing,2.7483153419911033,1521.6432542702091,North,480.4891000090848
Clothing,28.927090910176574,2990.265981033937,North,586.0024810256936
Groceries,4.128607901763859,3399.2967043750045,North,469.63584654676896
Groceries,7.726041499525948,1258.8269489829293,North,276.9291081487504
Furniture,21.978147088644935,4893.040655154385,West,957.9573788730531
Furniture,25.523006567322064,2696.7018023928904,North,675.6995870923719
Electronics,12.9396204182262,759.3921301882705,South,465.8145193431598
Electronics,15.822856543720809,4717.679201500282,East,902.0077418700699
Furniture,4.348351012796653,3138.2052943697063,West,788.4171654692093
Groceries,15.160989192212526,3646.3693909161934,South,491.94342314424097
Clothing,48.3279219690272,2863.2910547040083,North,500.0087073328893
Furniture,47.235369083624086,4256.320796496354,South,816.9281139606237
Electronics,16.74391450684925,649.100579869449,East,465.2672908579643
Groceries,28.54269681393808,1707.702643747165,South,229.68158918409094
Furniture,45.479769555547215,2613.417603812115,North,737.0144972049138
Furniture,0.3091911320448337,844.7162734116952,East,615.1635231586922
Groceries,40.53417851687959,3676.580011969962,North,389.7512141295923
Furniture,47.418477639445946,2271.4853632503837,North,717.2120652904591
Groceries,4.566286716677853,1727.005956206648,West,321.97309525038884
Clothing,8.072384301646052,515.2048106378552,East,299.2283365987408
Groceries,48.03731513856777,3739.2364028747916,East,483.0767362599032
Groceries,26.877007182017316,4252.141889927878,North,546.1937506011543
Groceries,0.7098317235861851,2277.682410566743,South,287.7505923978
Furniture,12.881599938176457,3038.980896650145,East,751.851873926469
Furniture,22.49718371344298,1524.589816683193,South,621.4194811025105
Groceries,34.64544555123838,3299.889408260599,South,302.71971584145024
Furniture,36.65801890683998,554.6185624184023,East,486.39932269753
Electronics,49.771075646272806,2698.897536944413,South,578.2465710371588
Electronics,14.37555996918795,3398.9246682831154,East,651.9667527711446
Furniture,26.91100509342376,4631.862979533803,West,922.896532079531
Furniture,26.666177392980252,2216.011177050279,East,668.6419548753191
Groceries,20.282262972361874,3943.355913414634,East,444.20636010248893
Clothing,8.45809469212101,3189.5916347457533,East,648.0210014334746
Furniture,48.872828159192125,4671.5545081628625,West,911.3024842362922
Electronics,42.6658593333293,2292.699540467438,South,529.4513810374672
Groceries,24.91665141471186,1935.929029428446,West,283.8305339438297
Furniture,30.16227113420149,4492.138994123647,South,925.202554023729
Electronics,11.363052677983115,721.5998063373011,East,439.40071812217354
Electronics,27.189353519587346,1113.7342682015455,East,360.44930975497215
Clothing,34.74850665607379,870.8199556282,West,341.9318101206688
Groceries,25.75835141932944,4293.994804593812,West,487.219811583797
Groceries,49.514258529247066,547.7334051664373,West,86.2526707372699
Clothing,30.56708281238631,4377.457199736717,West,749.5050827464727
Clothing,18.548685629608453,2530.7050791707006,East,509.2742129574133
Groceries,38.607601380791905,518.1137548428684,East,124.68291951639668
Groceries,8.523125579082102,2307.4032974541883,North,389.17744236043455
Furniture,19.225790685313328,1340.60378470266,West,620.8754942933409
Furniture,17.34794751887929,3309.8021936247337,West,750.3244359558257
Clothing,21.590354755388862,3557.1145546474095,South,609.5158201772444
Furniture,39.08899129643631,2693.874066822499,South,693.0170504856687
Electronics,24.208651608170374,682.3378644785148,East,433.417828062952
Furniture,39.70072251329814,3452.5796196524084,North,780.3176139844754
Furniture,28.824445156993296,4289.174526224846,West,1000.6406237473709
Electronics,17.103471732877768,3741.4592479688067,North,681.145992801763
Clothing,40.49893718417362,4234.810635298933,North,691.487770171444
Electronics,11.914483527654578,1402.2928559789937,East,575.5691088342433
Furniture,11.219148989989774,4499.9957284541715,North,952.2004735616139
Clothing,25.22514620274179,1949.8705279158326,West,412.02099064244595
Furniture,13.042462298104446,560.3216641339596,East,613.1806433305684
Electronics,0.4543517475608161,4295.262408480818,North,719.0183941159503
Electronics,32.41487636494008,4738.195710341271,East,774.8264834433556
Furniture,25.5546910736199,3450.0118883780697,East,852.4759165517077
Groceries,22.27589072465806,1541.464837085411,South,241.08912208809912
Groceries,48.348425730915764,1632.8500892713867,East,296.41138370531644
Electronics,28.559959198145684,2599.6679304602876,North,527.2566374158174
Electronics,43.171578889469224,4540.239858206388,South,712.0757333442999
Groceries,6.972511810258009,1173.1894526640126,West,226.7920131395365
Groceries,28.460323156471386,4216.881513125691,West,535.6374688764528
Furniture,43.39898133654515,1810.8626391731766,West,583.1872937252261
Furniture,29.1552878639949,4138.637762430941,West,831.0332378869832
Groceries,35.900708906350076,4641.220389206924,West,613.3404426629185
Furniture,18.60217839061037,2423.722423974441,North,780.8401343856808
Furniture,4.622475851853331,2142.727943474889,East,684.3088543584045
Clothing,22.89501475635357,4109.995935370858,South,579.7211736578955
Furniture,19.723969541942875,2882.672970707273,East,640.9451665274727
Electronics,43.35300911894737,3580.0207180843868,East,683.2605593095618
Furniture,12.199765117623611,3302.731566325308,North,838.6714075082235
Furniture,48.3367113767554,1187.9998054015834,North,525.2764470655748
Groceries,47.90690599022481,4301.556621303027,North,480.7964447958152
Electronics,12.381582153571935,1380.9880013591128,South,473.1085050940633
Furniture,17.402597773866024,4695.269648318514,North,967.4707589798112
Furniture,44.777787043694254,1627.5708113996652,East,657.1107759975235
Clothing,48.331111044805375,3802.4643797318386,South,472.7403320167954
Furniture,22.1719551418022,1780.949270721164,North,629.8759573491263
Furniture,16.049852282044892,1930.0343386408874,North,612.386311829319
Clothing,26.3047006625771,1895.0083375203737,North,362.36813272419056
Groceries,34.38846031828674,3865.515143117375,East,411.2758001359432
Furniture,13.67372576874899,3005.668030862269,North,792.2029943329492
Clothing,36.82365873095364,4473.286051313737,East,693.9293975490248
Electronics,2.5828678557320517,1883.1772364182018,South,656.1663759890961
Groceries,2.4647246382208223,3613.9663492553495,North,506.9062630063664
Electronics,19.314385257277262,3888.268698483998,West,662.2870178403664
Electronics,17.67365960303603,1181.6695086348118,West,470.9111545386105
Clothing,15.781660768357614,2302.6521079391505,East,429.38293564641054
Furniture,24.5509881334455,2672.67872457685,North,657.8261018696937
Clothing,16.03667911557856,2100.593254524684,North,507.0139201416361
Clothing,9.612895923404597,1949.5066818611215,West,485.4339216190239
Clothing,15.473477454430046,3588.8895229893888,South,657.3202771618453
Clothing,48.74521364051175,1471.3987894676984,South,331.77480930215995
Groceries,20.55567084974243,3692.2583536300795,East,517.6409718347909
Furniture,22.23563884291679,4707.698883758288,West,905.6284657754895
Electronics,28.827249497557002,3043.38884529988,East,702.5185271719864
Electronics,49.16703842071133,3251.454065327633,East,644.0432766649178
Furniture,12.080063821788151,810.1971595584009,South,546.5097447880329
Electronics,34.06410552662169,4390.146066280227,West,781.4910477835842
Furniture,35.799234677086204,1784.5150423993948,East,605.9599998370212
Electronics,30.366220839653295,3267.7302448785417,South,745.8459085741937
Clothing,4.428916981832204,4906.004763851611,South,794.014523550436
Electronics,33.84361379137882,3179.761702577635,North,650.2083090552804
Furniture,3.204735551808774,3761.192693589699,West,857.7852554028124
Furniture,29.807132477494847,2503.938282006883,West,732.9387742079491
Furniture,36.97905886108713,771.6462958177581,North,538.6021788122767
Furniture,10.548494530997521,4089.1970727040484,East,874.1306366927784
Furniture,42.0811003771387,657.4947856879355,South,423.80520208337566
Groceries,1.5176902766502132,3652.9602299953435,South,467.1622355273163
Groceries,42.1906431829153,603.1470791733663,South,116.72529457439622
Electronics,23.016452532138253,4380.373564595018,North,859.4508267011794
Furniture,10.879396996582225,1209.3621612484126,South,586.6685906693311
Electronics,6.6889072496984,2814.22172949148,East,638.3381779514731
Furniture,47.66535837911863,3187.178170174163,East,635.3511345967468
